epoch,learning_rate,train_loss,train_accuracy,train_balanced_accuracy,train_precision,train_recall,train_f1,train_roc_auc,validation_loss,validation_accuracy,validation_balanced_accuracy,validation_precision,validation_recall,validation_f1,validation_roc_auc,validation_video_roc_auc
11,3.26580511362453e-05,0.023676148137207486,0.963361520854527,0.9241496895683269,0.962191373132575,0.9924468858550771,0.9770849695294714,0.974635623175727,0.4785312777922305,0.4392197840473703,0.6263128800442233,0.9571984435797666,0.3037037037037037,0.4611059044048735,0.7669203658368944,0.8217364532019704
12,3.087462549204906e-05,0.02355503768857667,0.9635204730417091,0.9245343391660432,0.9624001253329155,0.9924271491750641,0.9771830229760495,0.9758247310077927,0.35826741759777225,0.5251132009752699,0.6642422806601911,0.9433444422662223,0.42433862433862435,0.5853658536585367,0.7700655452894258,0.8161945812807881
13,2.896073291279238e-05,0.02255809916046449,0.9650782044760936,0.9271358892104538,0.9635405442470074,0.993214588634436,0.9781525641153132,0.9771973475792378,0.35320960502008847,0.5480320445837688,0.677409250046066,0.9449743213499633,0.454320987654321,0.6136255359695092,0.7716407966048652,0.8134236453201971
14,2.694044170812576e-05,0.021476057985520876,0.9675260681586979,0.9319555431316049,0.9658123012913609,0.9939207884797931,0.9796649646152468,0.978793867976758,0.46244439082690564,0.4681992337164751,0.6412461502013741,0.9552825552825552,0.34285714285714286,0.5046073977936405,0.7611831495081909,0.8165024630541872
15,2.483915821214813e-05,0.02090449111644152,0.9678121820956256,0.9321373135757307,0.9658243741662089,0.9942843293680448,0.9798477384684281,0.9798895062824216,0.422662441242773,0.5295019157088122,0.6703071941877912,0.9487279843444227,0.4275132275132275,0.5894224924012158,0.7635805978923722,0.8149630541871922
16,2.2683307284014497e-05,0.020948714350462944,0.9684956765005086,0.9337504390960916,0.966660776344466,0.9942645959973343,0.9802683975788469,0.9799253690990919,0.4649760907187601,0.48547544409613375,0.6458501145068309,0.9470827679782904,0.3693121693121693,0.5314046440807004,0.7451743340908626,0.7983374384236454
17,2.05e-05,0.019952982881187915,0.9699421414038657,0.9363211509492713,0.9678179889190145,0.9948902308484641,0.9811674019778709,0.9819158787197799,0.4123494503435068,0.5223963775687913,0.665079365079365,0.9466135458167331,0.41904761904761906,0.5809290953545232,0.7669227349437411,0.8186576354679803
18,1.83166927159855e-05,0.01976952314498102,0.9702282553407935,0.9370066863542466,0.9681806568267133,0.9948703449390096,0.9813440640656593,0.9820450283618524,0.5133223719480965,0.4994078718216649,0.6546684566585064,0.9493725659887494,0.3869488536155203,0.5498057887482771,0.7579066747391788,0.8128078817733991
19,1.6160841787851868e-05,0.019432299923779876,0.9704507884028484,0.9369302401742748,0.9680422698434523,0.9953146457710639,0.98148904179155,0.9828075536797876,0.5394104666094443,0.4893765238592825,0.6512411487535865,0.9525959367945824,0.37213403880070545,0.5351934051997463,0.7589944457606149,0.8168103448275861
20,1.4059558291874238e-05,0.01897751134363148,0.9709117497456765,0.9379854260064537,0.9685755836805282,0.99533484126343,0.9817729083665339,0.9836468696588831,0.4443486915258363,0.543921978404737,0.6754165679538814,0.945197845067806,0.4486772486772487,0.6085032589846319,0.765477813753104,0.8214285714285714
21,1.2039267087207617e-05,0.018961646019491546,0.9710548067141404,0.93858602011858,0.9689546017577318,0.9951134803327679,0.9818598396174727,0.9839348118739338,0.5181293860028551,0.5352838732149077,0.6723841111900813,0.9473079133933704,0.43597883597883597,0.5971375083036415,0.7657144904519144,0.8161945812807881
22,1.0125374507950937e-05,0.017997364492851026,0.9721197863682605,0.9400052888189384,0.9694700007863489,0.9959407060344131,0.982527095951546,0.9853664172383656,0.45281643020180523,0.5425983977708115,0.6732396219958409,0.9431860378759748,0.4479717813051146,0.6074375224201841,0.7708832088821034,0.8254310344827586
23,8.341948863754696e-06,0.01784159764524318,0.9725489572736521,0.9414172884683436,0.9702629300165315,0.9956378617444513,0.9827866319807832,0.9856326763794696,0.6990619296044531,0.44792755137582724,0.6295111742872936,0.9540015953203935,0.3164021164021164,0.47520031785974437,0.7483347518726181,0.813115763546798
